id,scenario,class_num,project,name-param-samling,AUC-ROC,MCC,path,clf
10429,cross,5,Hadoop Common,MLP 0.0001 RUS,0.532840285,0.074650199,z:\data\prediction_compare_5\cross_Hadoop Common_MLP 0.0001 RUS_10.pk,MLP
818,timewise,2,Hadoop Map/Reduce,MLP 0.001 RUS,0.623305319,0.247556185,z:\data\prediction_compare_2\timewise_Hadoop MapReduce_MLP 0.001 RUS_10.pk,MLP
1730,timewise,3,Hadoop Map/Reduce,MLP 0.0001 ROS,0.543696521,0.088162719,z:\data\prediction_compare_3\timewise_Hadoop MapReduce_MLP 0.0001 ROS_10.pk,MLP
2906,timewise,5,Hadoop Map/Reduce,MLP 0.01 ROS,0.537697412,0.07280052,z:\data\prediction_compare_5\timewise_Hadoop MapReduce_MLP 0.01 ROS_10.pk,MLP
4418,within,2,Hadoop Map/Reduce,MLP 0.001 RUS,0.672383516,0.346427767,z:\data\prediction_compare_2\within_Hadoop MapReduce_MLP 0.001 RUS_10_.pk,MLP
5618,within,3,Hadoop Map/Reduce,MLP 0.001 RUS,0.537417988,0.090065134,z:\data\prediction_compare_3\within_Hadoop MapReduce_MLP 0.001 RUS_10_.pk,MLP
6518,within,5,Hadoop Map/Reduce,MLP 0.001 ROS,0.550017908,0.092527828,z:\data\prediction_compare_5\within_Hadoop MapReduce_MLP 0.001 ROS_10_.pk,MLP
7418,cross,2,Hadoop Map/Reduce,MLP 0.001 NONE,0.680258661,0.360262408,z:\data\prediction_compare_2\cross_Hadoop MapReduce_MLP 0.001 NONE_10.pk,MLP
8894,cross,3,Hadoop Map/Reduce,MLP 0.1 ROS,0.538479303,0.088971833,z:\data\prediction_compare_3\cross_Hadoop MapReduce_MLP 0.1 ROS_10.pk,MLP
10418,cross,5,Hadoop Map/Reduce,MLP 0.001 RUS,0.542779826,0.075750977,z:\data\prediction_compare_5\cross_Hadoop MapReduce_MLP 0.001 RUS_10.pk,MLP
831,timewise,2,Hive,MLP 0.0001 RUS,0.566277581,0.131447056,z:\data\prediction_compare_2\timewise_Hive_MLP 0.0001 RUS_10.pk,MLP
2331,timewise,3,Hive,MLP 0.0001 SMOTE,0.549487533,0.083793132,z:\data\prediction_compare_3\timewise_Hive_MLP 0.0001 SMOTE_10.pk,MLP
3531,timewise,5,Hive,MLP 0.0001 SMOTE,0.638633136,0.2234329,z:\data\prediction_compare_5\timewise_Hive_MLP 0.0001 SMOTE_10.pk,MLP
4707,within,2,Hive,MLP 0.01 SMOTE,0.616816592,0.23324862,z:\data\prediction_compare_2\within_Hive_MLP 0.01 SMOTE_10_.pk,MLP
5619,within,3,Hive,MLP 0.001 RUS,0.559032195,0.089752869,z:\data\prediction_compare_3\within_Hive_MLP 0.001 RUS_10_.pk,MLP
6507,within,5,Hive,MLP 0.01 ROS,0.587476378,0.123038644,z:\data\prediction_compare_5\within_Hive_MLP 0.01 ROS_10_.pk,MLP
7395,cross,2,Hive,MLP 0.1 NONE,0.608505716,0.211829395,z:\data\prediction_compare_2\cross_Hive_MLP 0.1 NONE_10.pk,MLP
8931,cross,3,Hive,MLP 0.0001 ROS,0.530914907,0.063955706,z:\data\prediction_compare_3\cross_Hive_MLP 0.0001 ROS_10.pk,MLP
10731,cross,5,Hive,MLP 0.0001 SMOTE,0.548104659,0.07080413,z:\data\prediction_compare_5\cross_Hive_MLP 0.0001 SMOTE_10.pk,MLP
532,timewise,2,Cassandra,MLP 0.0001 ROS,0.596375593,0.126498481,z:\data\prediction_compare_2\timewise_Cassandra_MLP 0.0001 ROS_10.pk,MLP
1396,timewise,3,Cassandra,MLP 0.1 NONE,0.536714386,0.071342856,z:\data\prediction_compare_3\timewise_Cassandra_MLP 0.1 NONE_10.pk,MLP
2908,timewise,5,Cassandra,MLP 0.01 ROS,0.543235315,0.084524462,z:\data\prediction_compare_5\timewise_Cassandra_MLP 0.01 ROS_10.pk,MLP
4096,within,2,Cassandra,MLP 0.1 ROS,0.613061932,0.179498026,z:\data\prediction_compare_2\within_Cassandra_MLP 0.1 ROS_10_.pk,MLP
5608,within,3,Cassandra,MLP 0.01 RUS,0.53393904,0.063179136,z:\data\prediction_compare_3\within_Cassandra_MLP 0.01 RUS_10_.pk,MLP
7132,within,5,Cassandra,MLP 0.0001 SMOTE,0.541977715,0.082690002,z:\data\prediction_compare_5\within_Cassandra_MLP 0.0001 SMOTE_10_.pk,MLP
8032,cross,2,Cassandra,MLP 0.0001 RUS,0.557732816,0.070223485,z:\data\prediction_compare_2\cross_Cassandra_MLP 0.0001 RUS_10.pk,MLP
9532,cross,3,Cassandra,MLP 0.0001 SMOTE,0.554658152,0.117054552,z:\data\prediction_compare_3\cross_Cassandra_MLP 0.0001 SMOTE_10.pk,MLP
9808,cross,5,Cassandra,MLP 0.01 NONE,0.535942563,0.071688323,z:\data\prediction_compare_5\cross_Cassandra_MLP 0.01 NONE_10.pk,MLP
809,timewise,2,Camel,MLP 0.01 RUS,0.50772146,0.001306891,z:\data\prediction_compare_2\timewise_Camel_MLP 0.01 RUS_10.pk,MLP
1421,timewise,3,Camel,MLP 0.001 NONE,0.562501724,0.11858382,z:\data\prediction_compare_3\timewise_Camel_MLP 0.001 NONE_10.pk,MLP
3497,timewise,5,Camel,MLP 0.1 SMOTE,0.534155593,0.04658821,z:\data\prediction_compare_5\timewise_Camel_MLP 0.1 SMOTE_10.pk,MLP
4433,within,2,Camel,MLP 0.0001 RUS,0.59119844,0.121098394,z:\data\prediction_compare_2\within_Camel_MLP 0.0001 RUS_10_.pk,MLP
5609,within,3,Camel,MLP 0.01 RUS,0.538960434,0.083999441,z:\data\prediction_compare_3\within_Camel_MLP 0.01 RUS_10_.pk,MLP
6497,within,5,Camel,MLP 0.1 ROS,0.566686105,0.110882381,z:\data\prediction_compare_5\within_Camel_MLP 0.1 ROS_10_.pk,MLP
8033,cross,2,Camel,MLP 0.0001 RUS,0.57687602,0.154596047,z:\data\prediction_compare_2\cross_Camel_MLP 0.0001 RUS_10.pk,MLP
9521,cross,3,Camel,MLP 0.001 SMOTE,0.571801402,0.131338694,z:\data\prediction_compare_3\cross_Camel_MLP 0.001 SMOTE_10.pk,MLP
10121,cross,5,Camel,MLP 0.001 ROS,0.565204542,0.118995543,z:\data\prediction_compare_5\cross_Camel_MLP 0.001 ROS_10.pk,MLP
1098,timewise,2,OFBiz,MLP 0.1 SMOTE,0.537725858,0.057685359,z:\data\prediction_compare_2\timewise_OFBiz_MLP 0.1 SMOTE_10.pk,MLP
2322,timewise,3,OFBiz,MLP 0.001 SMOTE,0.52260854,0.046125061,z:\data\prediction_compare_3\timewise_OFBiz_MLP 0.001 SMOTE_10.pk,MLP
3510,timewise,5,OFBiz,MLP 0.01 SMOTE,0.528071468,0.053588781,z:\data\prediction_compare_5\timewise_OFBiz_MLP 0.01 SMOTE_10.pk,MLP
4122,within,2,OFBiz,MLP 0.001 ROS,0.561538831,0.097962081,z:\data\prediction_compare_2\within_OFBiz_MLP 0.001 ROS_10_.pk,MLP
5610,within,3,OFBiz,MLP 0.01 RUS,0.505337963,0.008113952,z:\data\prediction_compare_3\within_OFBiz_MLP 0.01 RUS_10_.pk,MLP
6522,within,5,OFBiz,MLP 0.001 ROS,0.544748644,0.095422037,z:\data\prediction_compare_5\within_OFBiz_MLP 0.001 ROS_10_.pk,MLP
8322,cross,2,OFBiz,MLP 0.001 SMOTE,0.558790861,0.101352311,z:\data\prediction_compare_2\cross_OFBiz_MLP 0.001 SMOTE_10.pk,MLP
8598,cross,3,OFBiz,MLP 0.1 NONE,0.535982952,0.070197153,z:\data\prediction_compare_3\cross_OFBiz_MLP 0.1 NONE_10.pk,MLP
9822,cross,5,OFBiz,MLP 0.001 NONE,0.52309897,0.057018596,z:\data\prediction_compare_5\cross_OFBiz_MLP 0.001 NONE_10.pk,MLP
499,timewise,2,Wicket,MLP 0.1 ROS,0.515887139,0.032104104,z:\data\prediction_compare_2\timewise_Wicket_MLP 0.1 ROS_10.pk,MLP
2323,timewise,3,Wicket,MLP 0.001 SMOTE,0.513714059,0.030632506,z:\data\prediction_compare_3\timewise_Wicket_MLP 0.001 SMOTE_10.pk,MLP
3499,timewise,5,Wicket,MLP 0.1 SMOTE,0.522836168,0.040901695,z:\data\prediction_compare_5\timewise_Wicket_MLP 0.1 SMOTE_10.pk,MLP
4099,within,2,Wicket,MLP 0.1 ROS,0.603314127,0.165133728,z:\data\prediction_compare_2\within_Wicket_MLP 0.1 ROS_10_.pk,MLP
5623,within,3,Wicket,MLP 0.001 RUS,0.511151936,0.023642144,z:\data\prediction_compare_3\within_Wicket_MLP 0.001 RUS_10_.pk,MLP
6535,within,5,Wicket,MLP 0.0001 ROS,0.524130541,0.03934384,z:\data\prediction_compare_5\within_Wicket_MLP 0.0001 ROS_10_.pk,MLP
7735,cross,2,Wicket,MLP 0.0001 ROS,0.599930912,0.171046431,z:\data\prediction_compare_2\cross_Wicket_MLP 0.0001 ROS_10.pk,MLP
8899,cross,3,Wicket,MLP 0.1 ROS,0.548309382,0.090026054,z:\data\prediction_compare_3\cross_Wicket_MLP 0.1 ROS_10.pk,MLP
10735,cross,5,Wicket,MLP 0.0001 SMOTE,0.538648124,0.059272395,z:\data\prediction_compare_5\cross_Wicket_MLP 0.0001 SMOTE_10.pk,MLP
800,timewise,2,Hibernate ORM,MLP 0.1 RUS,0.502716495,0.005042483,z:\data\prediction_compare_2\timewise_Hibernate ORM_MLP 0.1 RUS_10.pk,MLP
2336,timewise,3,Hibernate ORM,MLP 0.0001 SMOTE,0.516082563,0.027710775,z:\data\prediction_compare_3\timewise_Hibernate ORM_MLP 0.0001 SMOTE_10.pk,MLP
3524,timewise,5,Hibernate ORM,MLP 0.001 SMOTE,0.518086517,0.029398068,z:\data\prediction_compare_5\timewise_Hibernate ORM_MLP 0.001 SMOTE_10.pk,MLP
4412,within,2,Hibernate ORM,MLP 0.01 RUS,0.553901126,0.103431603,z:\data\prediction_compare_2\within_Hibernate ORM_MLP 0.01 RUS_10_.pk,MLP
5612,within,3,Hibernate ORM,MLP 0.01 RUS,0.519900108,0.036182597,z:\data\prediction_compare_3\within_Hibernate ORM_MLP 0.01 RUS_10_.pk,MLP
7136,within,5,Hibernate ORM,MLP 0.0001 SMOTE,0.541706934,0.051530432,z:\data\prediction_compare_5\within_Hibernate ORM_MLP 0.0001 SMOTE_10_.pk,MLP
8012,cross,2,Hibernate ORM,MLP 0.01 RUS,0.546675379,0.09615832,z:\data\prediction_compare_2\cross_Hibernate ORM_MLP 0.01 RUS_10.pk,MLP
9536,cross,3,Hibernate ORM,MLP 0.0001 SMOTE,0.534023096,0.057961136,z:\data\prediction_compare_3\cross_Hibernate ORM_MLP 0.0001 SMOTE_10.pk,MLP
10724,cross,5,Hibernate ORM,MLP 0.001 SMOTE,0.536427503,0.053846317,z:\data\prediction_compare_5\cross_Hibernate ORM_MLP 0.001 SMOTE_10.pk,MLP
1113,timewise,2,Hadoop HDFS,MLP 0.01 SMOTE,0.569556241,0.139344682,z:\data\prediction_compare_2\timewise_Hadoop HDFS_MLP 0.01 SMOTE_10.pk,MLP
1437,timewise,3,Hadoop HDFS,MLP 0.0001 NONE,0.526007263,0.054896714,z:\data\prediction_compare_3\timewise_Hadoop HDFS_MLP 0.0001 NONE_10.pk,MLP
3501,timewise,5,Hadoop HDFS,MLP 0.1 SMOTE,0.544945422,0.082086275,z:\data\prediction_compare_5\timewise_Hadoop HDFS_MLP 0.1 SMOTE_10.pk,MLP
4137,within,2,Hadoop HDFS,MLP 0.0001 ROS,0.60952862,0.22711851,z:\data\prediction_compare_2\within_Hadoop HDFS_MLP 0.0001 ROS_10_.pk,MLP
5625,within,3,Hadoop HDFS,MLP 0.001 RUS,0.533599297,0.066646781,z:\data\prediction_compare_3\within_Hadoop HDFS_MLP 0.001 RUS_10_.pk,MLP
6537,within,5,Hadoop HDFS,MLP 0.0001 ROS,0.545872943,0.089016973,z:\data\prediction_compare_5\within_Hadoop HDFS_MLP 0.0001 ROS_10_.pk,MLP
7425,cross,2,Hadoop HDFS,MLP 0.001 NONE,0.673724954,0.343331493,z:\data\prediction_compare_2\cross_Hadoop HDFS_MLP 0.001 NONE_10.pk,MLP
9537,cross,3,Hadoop HDFS,MLP 0.0001 SMOTE,0.560883743,0.12846431,z:\data\prediction_compare_3\cross_Hadoop HDFS_MLP 0.0001 SMOTE_10.pk,MLP
10737,cross,5,Hadoop HDFS,MLP 0.0001 SMOTE,0.538964328,0.06870373,z:\data\prediction_compare_5\cross_Hadoop HDFS_MLP 0.0001 SMOTE_10.pk,MLP
526,timewise,2,Harmony,MLP 0.001 ROS,0.560739555,0.118051957,z:\data\prediction_compare_2\timewise_Harmony_MLP 0.001 ROS_10.pk,MLP
1738,timewise,3,Harmony,MLP 0.0001 ROS,0.574400837,0.134528823,z:\data\prediction_compare_3\timewise_Harmony_MLP 0.0001 ROS_10.pk,MLP
3526,timewise,5,Harmony,MLP 0.001 SMOTE,0.584952474,0.13813737,z:\data\prediction_compare_5\timewise_Harmony_MLP 0.001 SMOTE_10.pk,MLP
4138,within,2,Harmony,MLP 0.0001 ROS,0.60335828,0.165796658,z:\data\prediction_compare_2\within_Harmony_MLP 0.0001 ROS_10_.pk,MLP
5614,within,3,Harmony,MLP 0.01 RUS,0.521747256,0.054633463,z:\data\prediction_compare_3\within_Harmony_MLP 0.01 RUS_10_.pk,MLP
7138,within,5,Harmony,MLP 0.0001 SMOTE,0.600326808,0.165718507,z:\data\prediction_compare_5\within_Harmony_MLP 0.0001 SMOTE_10_.pk,MLP
8302,cross,2,Harmony,MLP 0.1 SMOTE,0.656717128,0.200503944,z:\data\prediction_compare_2\cross_Harmony_MLP 0.1 SMOTE_10.pk,MLP
9538,cross,3,Harmony,MLP 0.0001 SMOTE,0.588533384,0.160115521,z:\data\prediction_compare_3\cross_Harmony_MLP 0.0001 SMOTE_10.pk,MLP
10738,cross,5,Harmony,MLP 0.0001 SMOTE,0.561774509,0.094657854,z:\data\prediction_compare_5\cross_Harmony_MLP 0.0001 SMOTE_10.pk,MLP
515,timewise,2,HBase,MLP 0.01 ROS,0.572572078,0.160414074,z:\data\prediction_compare_2\timewise_HBase_MLP 0.01 ROS_10.pk,MLP
1727,timewise,3,HBase,MLP 0.001 ROS,0.520952267,0.050201954,z:\data\prediction_compare_3\timewise_HBase_MLP 0.001 ROS_10.pk,MLP
2939,timewise,5,HBase,MLP 0.0001 ROS,0.519724472,0.042336508,z:\data\prediction_compare_5\timewise_HBase_MLP 0.0001 ROS_10.pk,MLP
4127,within,2,HBase,MLP 0.001 ROS,0.693022387,0.390469506,z:\data\prediction_compare_2\within_HBase_MLP 0.001 ROS_10_.pk,MLP
5627,within,3,HBase,MLP 0.001 RUS,0.541580757,0.096964721,z:\data\prediction_compare_3\within_HBase_MLP 0.001 RUS_10_.pk,MLP
7103,within,5,HBase,MLP 0.1 SMOTE,0.547785057,0.095125732,z:\data\prediction_compare_5\within_HBase_MLP 0.1 SMOTE_10_.pk,MLP
7427,cross,2,HBase,MLP 0.001 NONE,0.643134959,0.286506865,z:\data\prediction_compare_2\cross_HBase_MLP 0.001 NONE_10.pk,MLP
8915,cross,3,HBase,MLP 0.01 ROS,0.535864911,0.076718641,z:\data\prediction_compare_3\cross_HBase_MLP 0.01 ROS_10.pk,MLP
10739,cross,5,HBase,MLP 0.0001 SMOTE,0.52417632,0.056519095,z:\data\prediction_compare_5\cross_HBase_MLP 0.0001 SMOTE_10.pk,MLP
864,timewise,2,ZooKeeper,ADA 100 RUS,0.657707033,0.311489674,z:\data\prediction_compare_2\timewise_ZooKeeper_ADA 100 RUS_10.pk,ADA
2352,timewise,3,ZooKeeper,ADA 60 SMOTE,0.534160406,0.078884202,z:\data\prediction_compare_3\timewise_ZooKeeper_ADA 60 SMOTE_10.pk,ADA
3576,timewise,5,ZooKeeper,ADA 150 SMOTE,0.548699796,0.101842985,z:\data\prediction_compare_5\timewise_ZooKeeper_ADA 150 SMOTE_10.pk,ADA
4464,within,2,ZooKeeper,ADA 100 RUS,0.664517457,0.331935349,z:\data\prediction_compare_2\within_ZooKeeper_ADA 100 RUS_10_.pk,ADA
5952,within,3,ZooKeeper,ADA 60 SMOTE,0.594191659,0.192241531,z:\data\prediction_compare_3\within_ZooKeeper_ADA 60 SMOTE_10_.pk,ADA
7164,within,5,ZooKeeper,ADA 100 SMOTE,0.5575021,0.108699181,z:\data\prediction_compare_5\within_ZooKeeper_ADA 100 SMOTE_10_.pk,ADA
8052,cross,2,ZooKeeper,ADA 60 RUS,0.696577381,0.395411874,z:\data\prediction_compare_2\cross_ZooKeeper_ADA 60 RUS_10.pk,ADA
8964,cross,3,ZooKeeper,ADA 100 ROS,0.561212211,0.133117915,z:\data\prediction_compare_3\cross_ZooKeeper_ADA 100 ROS_10.pk,ADA
10152,cross,5,ZooKeeper,ADA 60 ROS,0.551579392,0.100508265,z:\data\prediction_compare_5\cross_ZooKeeper_ADA 60 ROS_10.pk,ADA
1141,timewise,2,Hadoop Common,ADA 10 SMOTE,0.643050378,0.273669439,z:\data\prediction_compare_2\timewise_Hadoop Common_ADA 10 SMOTE_10.pk,ADA
2089,timewise,3,Hadoop Common,ADA 200 RUS,0.540869273,0.0857165,z:\data\prediction_compare_3\timewise_Hadoop Common_ADA 200 RUS_10.pk,ADA
3565,timewise,5,Hadoop Common,ADA 100 SMOTE,0.530420928,0.061558171,z:\data\prediction_compare_5\timewise_Hadoop Common_ADA 100 SMOTE_10.pk,ADA
3853,within,2,Hadoop Common,ADA 60 NONE,0.744058251,0.488957067,z:\data\prediction_compare_2\within_Hadoop Common_ADA 60 NONE_10_.pk,ADA
5365,within,3,Hadoop Common,ADA 100 ROS,0.60444127,0.212063873,z:\data\prediction_compare_3\within_Hadoop Common_ADA 100 ROS_10_.pk,ADA
6565,within,5,Hadoop Common,ADA 100 ROS,0.570786019,0.144001644,z:\data\prediction_compare_5\within_Hadoop Common_ADA 100 ROS_10_.pk,ADA
7465,cross,2,Hadoop Common,ADA 100 NONE,0.675046679,0.355035335,z:\data\prediction_compare_2\cross_Hadoop Common_ADA 100 NONE_10.pk,ADA
8953,cross,3,Hadoop Common,ADA 60 ROS,0.551406781,0.112085413,z:\data\prediction_compare_3\cross_Hadoop Common_ADA 60 ROS_10.pk,ADA
10453,cross,5,Hadoop Common,ADA 60 RUS,0.541746524,0.091122257,z:\data\prediction_compare_5\cross_Hadoop Common_ADA 60 RUS_10.pk,ADA
266,timewise,2,Hadoop Map/Reduce,ADA 100 NONE,0.635755168,0.277439882,z:\data\prediction_compare_2\timewise_Hadoop MapReduce_ADA 100 NONE_10.pk,ADA
2090,timewise,3,Hadoop Map/Reduce,ADA 200 RUS,0.550925814,0.103958182,z:\data\prediction_compare_3\timewise_Hadoop MapReduce_ADA 200 RUS_10.pk,ADA
3554,timewise,5,Hadoop Map/Reduce,ADA 60 SMOTE,0.52496735,0.048248947,z:\data\prediction_compare_5\timewise_Hadoop MapReduce_ADA 60 SMOTE_10.pk,ADA
4766,within,2,Hadoop Map/Reduce,ADA 100 SMOTE,0.739666999,0.48288373,z:\data\prediction_compare_2\within_Hadoop MapReduce_ADA 100 SMOTE_10_.pk,ADA
5366,within,3,Hadoop Map/Reduce,ADA 100 ROS,0.59605957,0.192504632,z:\data\prediction_compare_3\within_Hadoop MapReduce_ADA 100 ROS_10_.pk,ADA
6554,within,5,Hadoop Map/Reduce,ADA 60 ROS,0.554014448,0.108100655,z:\data\prediction_compare_5\within_Hadoop MapReduce_ADA 60 ROS_10_.pk,ADA
7490,cross,2,Hadoop Map/Reduce,ADA 200 NONE,0.682142833,0.363222099,z:\data\prediction_compare_2\cross_Hadoop MapReduce_ADA 200 NONE_10.pk,ADA
8990,cross,3,Hadoop Map/Reduce,ADA 200 ROS,0.571427871,0.145890478,z:\data\prediction_compare_3\cross_Hadoop MapReduce_ADA 200 ROS_10.pk,ADA
10154,cross,5,Hadoop Map/Reduce,ADA 60 ROS,0.547662249,0.084589797,z:\data\prediction_compare_5\cross_Hadoop MapReduce_ADA 60 ROS_10.pk,ADA
867,timewise,2,Hive,ADA 100 RUS,0.563845579,0.120327741,z:\data\prediction_compare_2\timewise_Hive_ADA 100 RUS_10.pk,ADA
2091,timewise,3,Hive,ADA 200 RUS,0.525351293,0.042776297,z:\data\prediction_compare_3\timewise_Hive_ADA 200 RUS_10.pk,ADA
3543,timewise,5,Hive,ADA 10 SMOTE,0.553169242,0.088832372,z:\data\prediction_compare_5\timewise_Hive_ADA 10 SMOTE_10.pk,ADA
4167,within,2,Hive,ADA 100 ROS,0.677935199,0.363440706,z:\data\prediction_compare_2\within_Hive_ADA 100 ROS_10_.pk,ADA
5367,within,3,Hive,ADA 100 ROS,0.622494182,0.20195676,z:\data\prediction_compare_3\within_Hive_ADA 100 ROS_10_.pk,ADA
6555,within,5,Hive,ADA 60 ROS,0.582974454,0.114967906,z:\data\prediction_compare_5\within_Hive_ADA 60 ROS_10_.pk,ADA
8091,cross,2,Hive,ADA 200 RUS,0.648473823,0.294280626,z:\data\prediction_compare_2\cross_Hive_ADA 200 RUS_10.pk,ADA
9267,cross,3,Hive,ADA 100 RUS,0.569871476,0.11912636,z:\data\prediction_compare_3\cross_Hive_ADA 100 RUS_10.pk,ADA
10491,cross,5,Hive,ADA 200 RUS,0.577074107,0.100125727,z:\data\prediction_compare_5\cross_Hive_ADA 200 RUS_10.pk,ADA
856,timewise,2,Cassandra,ADA 60 RUS,0.579226814,0.092461705,z:\data\prediction_compare_2\timewise_Cassandra_ADA 60 RUS_10.pk,ADA
1444,timewise,3,Cassandra,ADA 10 NONE,0.552841212,0.110715131,z:\data\prediction_compare_3\timewise_Cassandra_ADA 10 NONE_10.pk,ADA
3580,timewise,5,Cassandra,ADA 150 SMOTE,0.520130429,0.042096486,z:\data\prediction_compare_5\timewise_Cassandra_ADA 150 SMOTE_10.pk,ADA
4480,within,2,Cassandra,ADA 150 RUS,0.630055396,0.156322746,z:\data\prediction_compare_2\within_Cassandra_ADA 150 RUS_10_.pk,ADA
5956,within,3,Cassandra,ADA 60 SMOTE,0.578185976,0.150672206,z:\data\prediction_compare_3\within_Cassandra_ADA 60 SMOTE_10_.pk,ADA
6256,within,5,Cassandra,ADA 60 NONE,0.564111831,0.129995321,z:\data\prediction_compare_5\within_Cassandra_ADA 60 NONE_10_.pk,ADA
8080,cross,2,Cassandra,ADA 150 RUS,0.543694568,0.067773917,z:\data\prediction_compare_2\cross_Cassandra_ADA 150 RUS_10.pk,ADA
8992,cross,3,Cassandra,ADA 200 ROS,0.544430536,0.088546621,z:\data\prediction_compare_3\cross_Cassandra_ADA 200 ROS_10.pk,ADA
10492,cross,5,Cassandra,ADA 200 RUS,0.54042546,0.072021323,z:\data\prediction_compare_5\cross_Cassandra_ADA 200 RUS_10.pk,ADA
545,timewise,2,Camel,ADA 10 ROS,0.615130397,0.169687522,z:\data\prediction_compare_2\timewise_Camel_ADA 10 ROS_10.pk,ADA
1745,timewise,3,Camel,ADA 10 ROS,0.554293388,0.100355237,z:\data\prediction_compare_3\timewise_Camel_ADA 10 ROS_10.pk,ADA
3581,timewise,5,Camel,ADA 150 SMOTE,0.535664621,0.061375648,z:\data\prediction_compare_5\timewise_Camel_ADA 150 SMOTE_10.pk,ADA
4493,within,2,Camel,ADA 200 RUS,0.629689979,0.168431119,z:\data\prediction_compare_2\within_Camel_ADA 200 RUS_10_.pk,ADA
5369,within,3,Camel,ADA 100 ROS,0.583202261,0.15358913,z:\data\prediction_compare_3\within_Camel_ADA 100 ROS_10_.pk,ADA
6557,within,5,Camel,ADA 60 ROS,0.538309115,0.060661842,z:\data\prediction_compare_5\within_Camel_ADA 60 ROS_10_.pk,ADA
8045,cross,2,Camel,ADA 10 RUS,0.572746737,0.100633854,z:\data\prediction_compare_2\cross_Camel_ADA 10 RUS_10.pk,ADA
9257,cross,3,Camel,ADA 60 RUS,0.582983408,0.153052446,z:\data\prediction_compare_3\cross_Camel_ADA 60 RUS_10.pk,ADA
10445,cross,5,Camel,ADA 10 RUS,0.548023655,0.083230047,z:\data\prediction_compare_5\cross_Camel_ADA 10 RUS_10.pk,ADA
894,timewise,2,OFBiz,ADA 200 RUS,0.564179589,0.079199552,z:\data\prediction_compare_2\timewise_OFBiz_ADA 200 RUS_10.pk,ADA
1482,timewise,3,OFBiz,ADA 150 NONE,0.520889426,0.045721167,z:\data\prediction_compare_3\timewise_OFBiz_ADA 150 NONE_10.pk,ADA
3582,timewise,5,OFBiz,ADA 150 SMOTE,0.512439759,0.024461646,z:\data\prediction_compare_5\timewise_OFBiz_ADA 150 SMOTE_10.pk,ADA
4146,within,2,OFBiz,ADA 10 ROS,0.641132981,0.177033949,z:\data\prediction_compare_2\within_OFBiz_ADA 10 ROS_10_.pk,ADA
5958,within,3,OFBiz,ADA 60 SMOTE,0.573863884,0.145107429,z:\data\prediction_compare_3\within_OFBiz_ADA 60 SMOTE_10_.pk,ADA
7158,within,5,OFBiz,ADA 60 SMOTE,0.559820946,0.117950779,z:\data\prediction_compare_5\within_OFBiz_ADA 60 SMOTE_10_.pk,ADA
7746,cross,2,OFBiz,ADA 10 ROS,0.515472193,0.065700276,z:\data\prediction_compare_2\cross_OFBiz_ADA 10 ROS_10.pk,ADA
8694,cross,3,OFBiz,ADA 200 NONE,0.540303055,0.086402058,z:\data\prediction_compare_3\cross_OFBiz_ADA 200 NONE_10.pk,ADA
9858,cross,5,OFBiz,ADA 60 NONE,0.526774788,0.054118099,z:\data\prediction_compare_5\cross_OFBiz_ADA 60 NONE_10.pk,ADA
1159,timewise,2,Wicket,ADA 60 SMOTE,0.579030438,0.141739087,z:\data\prediction_compare_2\timewise_Wicket_ADA 60 SMOTE_10.pk,ADA
1771,timewise,3,Wicket,ADA 100 ROS,0.525297677,0.055998067,z:\data\prediction_compare_3\timewise_Wicket_ADA 100 ROS_10.pk,ADA
3583,timewise,5,Wicket,ADA 150 SMOTE,0.514167082,0.024704875,z:\data\prediction_compare_5\timewise_Wicket_ADA 150 SMOTE_10.pk,ADA
4483,within,2,Wicket,ADA 150 RUS,0.657905023,0.22018861,z:\data\prediction_compare_2\within_Wicket_ADA 150 RUS_10_.pk,ADA
5383,within,3,Wicket,ADA 150 ROS,0.555398319,0.10560492,z:\data\prediction_compare_3\within_Wicket_ADA 150 ROS_10_.pk,ADA
6583,within,5,Wicket,ADA 150 ROS,0.529589458,0.053290564,z:\data\prediction_compare_5\within_Wicket_ADA 150 ROS_10_.pk,ADA
7783,cross,2,Wicket,ADA 150 ROS,0.61920154,0.184856074,z:\data\prediction_compare_2\cross_Wicket_ADA 150 ROS_10.pk,ADA
9259,cross,3,Wicket,ADA 60 RUS,0.558767728,0.11409464,z:\data\prediction_compare_3\cross_Wicket_ADA 60 RUS_10.pk,ADA
10495,cross,5,Wicket,ADA 200 RUS,0.530403803,0.050368852,z:\data\prediction_compare_5\cross_Wicket_ADA 200 RUS_10.pk,ADA
296,timewise,2,Hibernate ORM,ADA 200 NONE,0.529267087,0.059971516,z:\data\prediction_compare_2\timewise_Hibernate ORM_ADA 200 NONE_10.pk,ADA
2096,timewise,3,Hibernate ORM,ADA 200 RUS,0.510138075,0.019216884,z:\data\prediction_compare_3\timewise_Hibernate ORM_ADA 200 RUS_10.pk,ADA
3584,timewise,5,Hibernate ORM,ADA 150 SMOTE,0.501383106,0.006197331,z:\data\prediction_compare_5\timewise_Hibernate ORM_ADA 150 SMOTE_10.pk,ADA
4148,within,2,Hibernate ORM,ADA 10 ROS,0.570539307,0.138365739,z:\data\prediction_compare_2\within_Hibernate ORM_ADA 10 ROS_10_.pk,ADA
