id,scenario,class_num,project,name-param-samling,AUC-ROC,MCC,path,clf
127,timewise,2,Wicket,DT 14 NONE,0.564942194,0.099883947,z:\data\prediction_compare_2\timewise_Wicket_DT 14 NONE_10.pk,DT
1291,timewise,3,Wicket,DT 2 NONE,0.540746655,0.078285864,z:\data\prediction_compare_3\timewise_Wicket_DT 2 NONE_10.pk,DT
3403,timewise,5,Wicket,DT 6 SMOTE,0.534115077,0.059221216,z:\data\prediction_compare_5\timewise_Wicket_DT 6 SMOTE_10.pk,DT
4303,within,2,Wicket,DT 6 RUS,0.589638227,0.123570117,z:\data\prediction_compare_2\within_Wicket_DT 6 RUS_10_.pk,DT
4891,within,3,Wicket,DT 2 NONE,0.539106492,0.079253426,z:\data\prediction_compare_3\within_Wicket_DT 2 NONE_10_.pk,DT
6139,within,5,Wicket,DT 18 NONE,0.530558128,0.059046423,z:\data\prediction_compare_5\within_Wicket_DT 18 NONE_10_.pk,DT
7939,cross,2,Wicket,DT 18 RUS,0.598285959,0.135674454,z:\data\prediction_compare_2\cross_Wicket_DT 18 RUS_10.pk,DT
9427,cross,3,Wicket,DT 14 SMOTE,0.523836109,0.039169958,z:\data\prediction_compare_3\cross_Wicket_DT 14 SMOTE_10.pk,DT
10291,cross,5,Wicket,DT 2 RUS,0.508776583,0.014135167,z:\data\prediction_compare_5\cross_Wicket_DT 2 RUS_10.pk,DT
404,timewise,2,Hibernate ORM,DT 6 ROS,0.522187603,0.044825151,z:\data\prediction_compare_2\timewise_Hibernate ORM_DT 6 ROS_10.pk,DT
2192,timewise,3,Hibernate ORM,DT 2 SMOTE,0.516699234,0.027689412,z:\data\prediction_compare_3\timewise_Hibernate ORM_DT 2 SMOTE_10.pk,DT
3404,timewise,5,Hibernate ORM,DT 6 SMOTE,0.510522256,0.017588956,z:\data\prediction_compare_5\timewise_Hibernate ORM_DT 6 SMOTE_10.pk,DT
4616,within,2,Hibernate ORM,DT 10 SMOTE,0.555061807,0.107261503,z:\data\prediction_compare_2\within_Hibernate ORM_DT 10 SMOTE_10_.pk,DT
6740,within,5,Hibernate ORM,DT 18 RUS,0.524963606,0.031676136,z:\data\prediction_compare_5\within_Hibernate ORM_DT 18 RUS_10_.pk,DT
7892,cross,2,Hibernate ORM,DT 2 RUS,0.508776901,0.016841319,z:\data\prediction_compare_2\cross_Hibernate ORM_DT 2 RUS_10.pk,DT
9440,cross,3,Hibernate ORM,DT 18 SMOTE,0.519970157,0.027093897,z:\data\prediction_compare_3\cross_Hibernate ORM_DT 18 SMOTE_10.pk,DT
10304,cross,5,Hibernate ORM,DT 6 RUS,0.524896143,0.025122239,z:\data\prediction_compare_5\cross_Hibernate ORM_DT 6 RUS_10.pk,DT
993,timewise,2,Hadoop HDFS,DT 2 SMOTE,0.612146082,0.222385379,z:\data\prediction_compare_2\timewise_Hadoop HDFS_DT 2 SMOTE_10.pk,DT
1893,timewise,3,Hadoop HDFS,DT 2 RUS,0.543125892,0.086984201,z:\data\prediction_compare_3\timewise_Hadoop HDFS_DT 2 RUS_10.pk,DT
3405,timewise,5,Hadoop HDFS,DT 6 SMOTE,0.537900605,0.070435746,z:\data\prediction_compare_5\timewise_Hadoop HDFS_DT 6 SMOTE_10.pk,DT
3993,within,2,Hadoop HDFS,DT 2 ROS,0.695126263,0.391667053,z:\data\prediction_compare_2\within_Hadoop HDFS_DT 2 ROS_10_.pk,DT
4893,within,3,Hadoop HDFS,DT 2 NONE,0.571858081,0.15257919,z:\data\prediction_compare_3\within_Hadoop HDFS_DT 2 NONE_10_.pk,DT
6141,within,5,Hadoop HDFS,DT 18 NONE,0.580430001,0.153260625,z:\data\prediction_compare_5\within_Hadoop HDFS_DT 18 NONE_10_.pk,DT
8205,cross,2,Hadoop HDFS,DT 6 SMOTE,0.602413479,0.200482758,z:\data\prediction_compare_2\cross_Hadoop HDFS_DT 6 SMOTE_10.pk,DT
8493,cross,3,Hadoop HDFS,DT 2 NONE,0.539769232,0.077838027,z:\data\prediction_compare_3\cross_Hadoop HDFS_DT 2 NONE_10.pk,DT
10617,cross,5,Hadoop HDFS,DT 10 SMOTE,0.52661035,0.040705643,z:\data\prediction_compare_5\cross_Hadoop HDFS_DT 10 SMOTE_10.pk,DT
94,timewise,2,Harmony,DT 2 NONE,0.62065198,0.240214395,z:\data\prediction_compare_2\timewise_Harmony_DT 2 NONE_10.pk,DT
1294,timewise,3,Harmony,DT 2 NONE,0.623169412,0.2214147,z:\data\prediction_compare_3\timewise_Harmony_DT 2 NONE_10.pk,DT
3406,timewise,5,Harmony,DT 6 SMOTE,0.642340457,0.232437544,z:\data\prediction_compare_5\timewise_Harmony_DT 6 SMOTE_10.pk,DT
4342,within,2,Harmony,DT 18 RUS,0.640595659,0.175983281,z:\data\prediction_compare_2\within_Harmony_DT 18 RUS_10_.pk,DT
4894,within,3,Harmony,DT 2 NONE,0.618111103,0.229597085,z:\data\prediction_compare_3\within_Harmony_DT 2 NONE_10_.pk,DT
6106,within,5,Harmony,DT 6 NONE,0.621539988,0.231615044,z:\data\prediction_compare_5\within_Harmony_DT 6 NONE_10_.pk,DT
7318,cross,2,Harmony,DT 10 NONE,0.55812625,0.074800787,z:\data\prediction_compare_2\cross_Harmony_DT 10 NONE_10.pk,DT
9406,cross,3,Harmony,DT 6 SMOTE,0.538494775,0.061492818,z:\data\prediction_compare_3\cross_Harmony_DT 6 SMOTE_10.pk,DT
9706,cross,5,Harmony,DT 6 NONE,0.529262247,0.048044444,z:\data\prediction_compare_5\cross_Harmony_DT 6 NONE_10.pk,DT
695,timewise,2,HBase,DT 2 RUS,0.610798941,0.223075353,z:\data\prediction_compare_2\timewise_HBase_DT 2 RUS_10.pk,DT
2207,timewise,3,HBase,DT 6 SMOTE,0.543481567,0.088814724,z:\data\prediction_compare_3\timewise_HBase_DT 6 SMOTE_10.pk,DT
3395,timewise,5,HBase,DT 2 SMOTE,0.539828577,0.072676791,z:\data\prediction_compare_5\timewise_HBase_DT 2 SMOTE_10.pk,DT
4043,within,2,HBase,DT 18 ROS,0.685261285,0.369525987,z:\data\prediction_compare_2\within_HBase_DT 18 ROS_10_.pk,DT
4907,within,3,HBase,DT 6 NONE,0.57021859,0.142369067,z:\data\prediction_compare_3\within_HBase_DT 6 NONE_10_.pk,DT
7043,within,5,HBase,DT 18 SMOTE,0.566320277,0.119098813,z:\data\prediction_compare_5\within_HBase_DT 18 SMOTE_10_.pk,DT
7319,cross,2,HBase,DT 10 NONE,0.581687865,0.163952776,z:\data\prediction_compare_2\cross_HBase_DT 10 NONE_10.pk,DT
8831,cross,3,HBase,DT 14 ROS,0.526784097,0.060886846,z:\data\prediction_compare_3\cross_HBase_DT 14 ROS_10.pk,DT
10043,cross,5,HBase,DT 18 ROS,0.522191424,0.039903624,z:\data\prediction_compare_5\cross_HBase_DT 18 ROS_10.pk,DT
180,timewise,2,ZooKeeper,LR 0.0001 NONE,0.6221606,0.246892855,z:\data\prediction_compare_2\timewise_ZooKeeper_LR 0.0001 NONE_10.pk,LR
2256,timewise,3,ZooKeeper,LR 0.01 SMOTE,0.545238913,0.100941091,z:\data\prediction_compare_3\timewise_ZooKeeper_LR 0.01 SMOTE_10.pk,LR
3456,timewise,5,ZooKeeper,LR 0.01 SMOTE,0.538808491,0.080016243,z:\data\prediction_compare_5\timewise_ZooKeeper_LR 0.01 SMOTE_10.pk,LR
3780,within,2,ZooKeeper,LR 0.0001 NONE,0.627429183,0.25928307,z:\data\prediction_compare_2\within_ZooKeeper_LR 0.0001 NONE_10_.pk,LR
5568,within,3,ZooKeeper,LR 0.001 RUS,0.549515755,0.10956698,z:\data\prediction_compare_3\within_ZooKeeper_LR 0.001 RUS_10_.pk,LR
7068,within,5,ZooKeeper,LR 0.001 SMOTE,0.528984184,0.065078059,z:\data\prediction_compare_5\within_ZooKeeper_LR 0.001 SMOTE_10_.pk,LR
8280,cross,2,ZooKeeper,LR 0.0001 SMOTE,0.514285714,0.03497905,z:\data\prediction_compare_2\cross_ZooKeeper_LR 0.0001 SMOTE_10.pk,LR
9480,cross,3,ZooKeeper,LR 0.0001 SMOTE,0.516968049,0.036973365,z:\data\prediction_compare_3\cross_ZooKeeper_LR 0.0001 SMOTE_10.pk,LR
10680,cross,5,ZooKeeper,LR 0.0001 SMOTE,0.520256014,0.035814432,z:\data\prediction_compare_5\cross_ZooKeeper_LR 0.0001 SMOTE_10.pk,LR
1081,timewise,2,Hadoop Common,LR 0.0001 SMOTE,0.622800916,0.236676917,z:\data\prediction_compare_2\timewise_Hadoop Common_LR 0.0001 SMOTE_10.pk,LR
1681,timewise,3,Hadoop Common,LR 0.0001 ROS,0.534250837,0.073130532,z:\data\prediction_compare_3\timewise_Hadoop Common_LR 0.0001 ROS_10.pk,LR
3457,timewise,5,Hadoop Common,LR 0.01 SMOTE,0.515948304,0.034754153,z:\data\prediction_compare_5\timewise_Hadoop Common_LR 0.01 SMOTE_10.pk,LR
3781,within,2,Hadoop Common,LR 0.0001 NONE,0.643845572,0.289110515,z:\data\prediction_compare_2\within_Hadoop Common_LR 0.0001 NONE_10_.pk,LR
5581,within,3,Hadoop Common,LR 0.0001 RUS,0.547426812,0.106056777,z:\data\prediction_compare_3\within_Hadoop Common_LR 0.0001 RUS_10_.pk,LR
6469,within,5,Hadoop Common,LR 0.001 ROS,0.530687405,0.067914953,z:\data\prediction_compare_5\within_Hadoop Common_LR 0.001 ROS_10_.pk,LR
7981,cross,2,Hadoop Common,LR 0.0001 RUS,0.50252668,0.005219264,z:\data\prediction_compare_2\cross_Hadoop Common_LR 0.0001 RUS_10.pk,LR
9181,cross,3,Hadoop Common,LR 0.0001 RUS,0.509374171,0.013745433,z:\data\prediction_compare_3\cross_Hadoop Common_LR 0.0001 RUS_10.pk,LR
10381,cross,5,Hadoop Common,LR 0.0001 RUS,0.529856251,0.073445386,z:\data\prediction_compare_5\cross_Hadoop Common_LR 0.0001 RUS_10.pk,LR
1082,timewise,2,Hadoop Map/Reduce,LR 0.0001 SMOTE,0.616241276,0.228580672,z:\data\prediction_compare_2\timewise_Hadoop MapReduce_LR 0.0001 SMOTE_10.pk,LR
1670,timewise,3,Hadoop Map/Reduce,LR 0.001 ROS,0.531283498,0.073885611,z:\data\prediction_compare_3\timewise_Hadoop MapReduce_LR 0.001 ROS_10.pk,LR
3458,timewise,5,Hadoop Map/Reduce,LR 0.01 SMOTE,0.518333977,0.047050138,z:\data\prediction_compare_5\timewise_Hadoop MapReduce_LR 0.01 SMOTE_10.pk,LR
3782,within,2,Hadoop Map/Reduce,LR 0.0001 NONE,0.660849784,0.331835195,z:\data\prediction_compare_2\within_Hadoop MapReduce_LR 0.0001 NONE_10_.pk,LR
5582,within,3,Hadoop Map/Reduce,LR 0.0001 RUS,0.544707202,0.105868291,z:\data\prediction_compare_3\within_Hadoop MapReduce_LR 0.0001 RUS_10_.pk,LR
6470,within,5,Hadoop Map/Reduce,LR 0.001 ROS,0.523884264,0.056484866,z:\data\prediction_compare_5\within_Hadoop MapReduce_LR 0.001 ROS_10_.pk,LR
7982,cross,2,Hadoop Map/Reduce,LR 0.0001 RUS,0.522768486,0.048116899,z:\data\prediction_compare_2\cross_Hadoop MapReduce_LR 0.0001 RUS_10.pk,LR
8846,cross,3,Hadoop Map/Reduce,LR 0.1 ROS,0.557352712,0.120858838,z:\data\prediction_compare_3\cross_Hadoop MapReduce_LR 0.1 ROS_10.pk,LR
10382,cross,5,Hadoop Map/Reduce,LR 0.0001 RUS,0.546664884,0.087161404,z:\data\prediction_compare_5\cross_Hadoop MapReduce_LR 0.0001 RUS_10.pk,LR
1083,timewise,2,Hive,LR 0.0001 SMOTE,0.580178087,0.160186599,z:\data\prediction_compare_2\timewise_Hive_LR 0.0001 SMOTE_10.pk,LR
2259,timewise,3,Hive,LR 0.01 SMOTE,0.544653574,0.079239273,z:\data\prediction_compare_3\timewise_Hive_LR 0.01 SMOTE_10.pk,LR
2859,timewise,5,Hive,LR 0.01 ROS,0.539533771,0.065028966,z:\data\prediction_compare_5\timewise_Hive_LR 0.01 ROS_10.pk,LR
4083,within,2,Hive,LR 0.0001 ROS,0.623624854,0.24253305,z:\data\prediction_compare_2\within_Hive_LR 0.0001 ROS_10_.pk,LR
5583,within,3,Hive,LR 0.0001 RUS,0.564561653,0.106001785,z:\data\prediction_compare_3\within_Hive_LR 0.0001 RUS_10_.pk,LR
7071,within,5,Hive,LR 0.001 SMOTE,0.543116064,0.072821468,z:\data\prediction_compare_5\within_Hive_LR 0.001 SMOTE_10_.pk,LR
7383,cross,2,Hive,LR 0.0001 NONE,0.539990567,0.121709366,z:\data\prediction_compare_2\cross_Hive_LR 0.0001 NONE_10.pk,LR
8583,cross,3,Hive,LR 0.0001 NONE,0.501121574,0.018530225,z:\data\prediction_compare_3\cross_Hive_LR 0.0001 NONE_10.pk,LR
10383,cross,5,Hive,LR 0.0001 RUS,0.51189935,0.039765087,z:\data\prediction_compare_5\cross_Hive_LR 0.0001 RUS_10.pk,LR
1084,timewise,2,Cassandra,LR 0.0001 SMOTE,0.584577326,0.100404622,z:\data\prediction_compare_2\timewise_Cassandra_LR 0.0001 SMOTE_10.pk,LR
1384,timewise,3,Cassandra,LR 0.0001 NONE,0.530588886,0.065365389,z:\data\prediction_compare_3\timewise_Cassandra_LR 0.0001 NONE_10.pk,LR
3472,timewise,5,Cassandra,LR 0.001 SMOTE,0.519389983,0.036624354,z:\data\prediction_compare_5\timewise_Cassandra_LR 0.001 SMOTE_10.pk,LR
4684,within,2,Cassandra,LR 0.0001 SMOTE,0.601364977,0.121559157,z:\data\prediction_compare_2\within_Cassandra_LR 0.0001 SMOTE_10_.pk,LR
5572,within,3,Cassandra,LR 0.001 RUS,0.53421955,0.065604323,z:\data\prediction_compare_3\within_Cassandra_LR 0.001 RUS_10_.pk,LR
6472,within,5,Cassandra,LR 0.001 ROS,0.526946556,0.050867038,z:\data\prediction_compare_5\within_Cassandra_LR 0.001 ROS_10_.pk,LR
7384,cross,2,Cassandra,LR 0.0001 NONE,0.500166297,0.000473872,z:\data\prediction_compare_2\cross_Cassandra_LR 0.0001 NONE_10.pk,LR
8584,cross,3,Cassandra,LR 0.0001 NONE,0.500368828,0.008244565,z:\data\prediction_compare_3\cross_Cassandra_LR 0.0001 NONE_10.pk,LR
10084,cross,5,Cassandra,LR 0.0001 ROS,0.519024071,0.042400217,z:\data\prediction_compare_5\cross_Cassandra_LR 0.0001 ROS_10.pk,LR
485,timewise,2,Camel,LR 0.0001 ROS,0.530198031,0.035930162,z:\data\prediction_compare_2\timewise_Camel_LR 0.0001 ROS_10.pk,LR
1685,timewise,3,Camel,LR 0.0001 ROS,0.545081343,0.078752107,z:\data\prediction_compare_3\timewise_Camel_LR 0.0001 ROS_10.pk,LR
2873,timewise,5,Camel,LR 0.001 ROS,0.524877927,0.037779298,z:\data\prediction_compare_5\timewise_Camel_LR 0.001 ROS_10.pk,LR
4685,within,2,Camel,LR 0.0001 SMOTE,0.648155738,0.194713862,z:\data\prediction_compare_2\within_Camel_LR 0.0001 SMOTE_10_.pk,LR
5585,within,3,Camel,LR 0.0001 RUS,0.522857729,0.060889108,z:\data\prediction_compare_3\within_Camel_LR 0.0001 RUS_10_.pk,LR
6473,within,5,Camel,LR 0.001 ROS,0.528423576,0.070881581,z:\data\prediction_compare_5\within_Camel_LR 0.001 ROS_10_.pk,LR
8285,cross,2,Camel,LR 0.0001 SMOTE,0.472685563,-0.03492175,z:\data\prediction_compare_2\cross_Camel_LR 0.0001 SMOTE_10.pk,LR
9185,cross,3,Camel,LR 0.0001 RUS,0.513890667,0.005345406,z:\data\prediction_compare_3\cross_Camel_LR 0.0001 RUS_10.pk,LR
10385,cross,5,Camel,LR 0.0001 RUS,0.541751854,0.062027239,z:\data\prediction_compare_5\cross_Camel_LR 0.0001 RUS_10.pk,LR
1086,timewise,2,OFBiz,LR 0.0001 SMOTE,0.558762729,0.063712131,z:\data\prediction_compare_2\timewise_OFBiz_LR 0.0001 SMOTE_10.pk,LR
1686,timewise,3,OFBiz,LR 0.0001 ROS,0.504607949,0.011109664,z:\data\prediction_compare_3\timewise_OFBiz_LR 0.0001 ROS_10.pk,LR
2850,timewise,5,OFBiz,LR 0.1 ROS,0.500976414,0.006291221,z:\data\prediction_compare_5\timewise_OFBiz_LR 0.1 ROS_10.pk,LR
4686,within,2,OFBiz,LR 0.0001 SMOTE,0.595129173,0.111208378,z:\data\prediction_compare_2\within_OFBiz_LR 0.0001 SMOTE_10_.pk,LR
5574,within,3,OFBiz,LR 0.001 RUS,0.507893565,0.01976984,z:\data\prediction_compare_3\within_OFBiz_LR 0.001 RUS_10_.pk,LR
7074,within,5,OFBiz,LR 0.001 SMOTE,0.530735282,0.06134838,z:\data\prediction_compare_5\within_OFBiz_LR 0.001 SMOTE_10_.pk,LR
7386,cross,2,OFBiz,LR 0.0001 NONE,0.465020523,-0.055121536,z:\data\prediction_compare_2\cross_OFBiz_LR 0.0001 NONE_10.pk,LR
8586,cross,3,OFBiz,LR 0.0001 NONE,0.535197555,0.070692671,z:\data\prediction_compare_3\cross_OFBiz_LR 0.0001 NONE_10.pk,LR
10386,cross,5,OFBiz,LR 0.0001 RUS,0.514837225,0.042591982,z:\data\prediction_compare_5\cross_OFBiz_LR 0.0001 RUS_10.pk,LR
487,timewise,2,Wicket,LR 0.0001 ROS,0.554709281,0.071684178,z:\data\prediction_compare_2\timewise_Wicket_LR 0.0001 ROS_10.pk,LR
2251,timewise,3,Wicket,LR 0.1 SMOTE,0.523043226,0.041902749,z:\data\prediction_compare_3\timewise_Wicket_LR 0.1 SMOTE_10.pk,LR
3475,timewise,5,Wicket,LR 0.001 SMOTE,0.514026964,0.029622362,z:\data\prediction_compare_5\timewise_Wicket_LR 0.001 SMOTE_10.pk,LR
4387,within,2,Wicket,LR 0.0001 RUS,0.614518185,0.157257763,z:\data\prediction_compare_2\within_Wicket_LR 0.0001 RUS_10_.pk,LR
5575,within,3,Wicket,LR 0.001 RUS,0.522665384,0.045800476,z:\data\prediction_compare_3\within_Wicket_LR 0.001 RUS_10_.pk,LR
6475,within,5,Wicket,LR 0.001 ROS,0.52054698,0.040335146,z:\data\prediction_compare_5\within_Wicket_LR 0.001 ROS_10_.pk,LR
7387,cross,2,Wicket,LR 0.0001 NONE,0.50088005,0.007829787,z:\data\prediction_compare_2\cross_Wicket_LR 0.0001 NONE_10.pk,LR
8851,cross,3,Wicket,LR 0.1 ROS,0.560983219,0.109826653,z:\data\prediction_compare_3\cross_Wicket_LR 0.1 ROS_10.pk,LR
10387,cross,5,Wicket,LR 0.0001 RUS,0.536670281,0.050558377,z:\data\prediction_compare_5\cross_Wicket_LR 0.0001 RUS_10.pk,LR
788,timewise,2,Hibernate ORM,LR 0.0001 RUS,0.508202029,0.016795642,z:\data\prediction_compare_2\timewise_Hibernate ORM_LR 0.0001 RUS_10.pk,LR
1688,timewise,3,Hibernate ORM,LR 0.0001 ROS,0.503361786,0.005926964,z:\data\prediction_compare_3\timewise_Hibernate ORM_LR 0.0001 ROS_10.pk,LR
3476,timewise,5,Hibernate ORM,LR 0.001 SMOTE,0.511392272,0.008835628,z:\data\prediction_compare_5\timewise_Hibernate ORM_LR 0.001 SMOTE_10.pk,LR
4388,within,2,Hibernate ORM,LR 0.0001 RUS,0.557020082,0.108973351,z:\data\prediction_compare_2\within_Hibernate ORM_LR 0.0001 RUS_10_.pk,LR
5588,within,3,Hibernate ORM,LR 0.0001 RUS,0.532274925,0.045312286,z:\data\prediction_compare_3\within_Hibernate ORM_LR 0.0001 RUS_10_.pk,LR
6476,within,5,Hibernate ORM,LR 0.001 ROS,0.529055786,0.033507556,z:\data\prediction_compare_5\within_Hibernate ORM_LR 0.001 ROS_10_.pk,LR
7688,cross,2,Hibernate ORM,LR 0.0001 ROS,0.535945477,0.07470795,z:\data\prediction_compare_2\cross_Hibernate ORM_LR 0.0001 ROS_10.pk,LR
8588,cross,3,Hibernate ORM,LR 0.0001 NONE,0.509159211,0.067264955,z:\data\prediction_compare_3\cross_Hibernate ORM_LR 0.0001 NONE_10.pk,LR
10388,cross,5,Hibernate ORM,LR 0.0001 RUS,0.535133455,0.049550345,z:\data\prediction_compare_5\cross_Hibernate ORM_LR 0.0001 RUS_10.pk,LR
189,timewise,2,Hadoop HDFS,LR 0.0001 NONE,0.591997632,0.180057387,z:\data\prediction_compare_2\timewise_Hadoop HDFS_LR 0.0001 NONE_10.pk,LR
1689,timewise,3,Hadoop HDFS,LR 0.0001 ROS,0.530252252,0.068385871,z:\data\prediction_compare_3\timewise_Hadoop HDFS_LR 0.0001 ROS_10.pk,LR
3465,timewise,5,Hadoop HDFS,LR 0.01 SMOTE,0.52657242,0.046815987,z:\data\prediction_compare_5\timewise_Hadoop HDFS_LR 0.01 SMOTE_10.pk,LR
4389,within,2,Hadoop HDFS,LR 0.0001 RUS,0.6028367,0.202674457,z:\data\prediction_compare_2\within_Hadoop HDFS_LR 0.0001 RUS_10_.pk,LR
5577,within,3,Hadoop HDFS,LR 0.001 RUS,0.528815178,0.061811398,z:\data\prediction_compare_3\within_Hadoop HDFS_LR 0.001 RUS_10_.pk,LR
7077,within,5,Hadoop HDFS,LR 0.001 SMOTE,0.522532578,0.04780107,z:\data\prediction_compare_5\within_Hadoop HDFS_LR 0.001 SMOTE_10_.pk,LR
7989,cross,2,Hadoop HDFS,LR 0.0001 RUS,0.557081056,0.125511046,z:\data\prediction_compare_2\cross_Hadoop HDFS_LR 0.0001 RUS_10.pk,LR
8853,cross,3,Hadoop HDFS,LR 0.1 ROS,0.5613975,0.131603264,z:\data\prediction_compare_3\cross_Hadoop HDFS_LR 0.1 ROS_10.pk,LR
10389,cross,5,Hadoop HDFS,LR 0.0001 RUS,0.537988242,0.070716206,z:\data\prediction_compare_5\cross_Hadoop HDFS_LR 0.0001 RUS_10.pk,LR
790,timewise,2,Harmony,LR 0.0001 RUS,0.534595342,0.046073179,z:\data\prediction_compare_2\timewise_Harmony_LR 0.0001 RUS_10.pk,LR
1690,timewise,3,Harmony,LR 0.0001 ROS,0.537304189,0.050226745,z:\data\prediction_compare_3\timewise_Harmony_LR 0.0001 ROS_10.pk,LR
3478,timewise,5,Harmony,LR 0.001 SMOTE,0.523488718,0.032397396,z:\data\prediction_compare_5\timewise_Harmony_LR 0.001 SMOTE_10.pk,LR
4390,within,2,Harmony,LR 0.0001 RUS,0.644998105,0.18165805,z:\data\prediction_compare_2\within_Harmony_LR 0.0001 RUS_10_.pk,LR
5590,within,3,Harmony,LR 0.0001 RUS,0.524507211,0.056247634,z:\data\prediction_compare_3\within_Harmony_LR 0.0001 RUS_10_.pk,LR
6478,within,5,Harmony,LR 0.001 ROS,0.53588763,0.067943781,z:\data\prediction_compare_5\within_Harmony_LR 0.001 ROS_10_.pk,LR
7690,cross,2,Harmony,LR 0.0001 ROS,0.55235647,0.063849054,z:\data\prediction_compare_2\cross_Harmony_LR 0.0001 ROS_10.pk,LR
9490,cross,3,Harmony,LR 0.0001 SMOTE,0.505528301,0.018176,z:\data\prediction_compare_3\cross_Harmony_LR 0.0001 SMOTE_10.pk,LR
10390,cross,5,Harmony,LR 0.0001 RUS,0.548242726,0.079416576,z:\data\prediction_compare_5\cross_Harmony_LR 0.0001 RUS_10.pk,LR
1091,timewise,2,HBase,LR 0.0001 SMOTE,0.622737442,0.261516231,z:\data\prediction_compare_2\timewise_HBase_LR 0.0001 SMOTE_10.pk,LR
1991,timewise,3,HBase,LR 0.0001 RUS,0.524946807,0.057571163,z:\data\prediction_compare_3\timewise_HBase_LR 0.0001 RUS_10.pk,LR
2867,timewise,5,HBase,LR 0.01 ROS,0.520788599,0.04269942,z:\data\prediction_compare_5\timewise_HBase_LR 0.01 ROS_10.pk,LR
4091,within,2,HBase,LR 0.0001 ROS,0.672030675,0.343893986,z:\data\prediction_compare_2\within_HBase_LR 0.0001 ROS_10_.pk,LR
5591,within,3,HBase,LR 0.0001 RUS,0.552723886,0.117516837,z:\data\prediction_compare_3\within_HBase_LR 0.0001 RUS_10_.pk,LR
6479,within,5,HBase,LR 0.001 ROS,0.524248551,0.051763161,z:\data\prediction_compare_5\within_HBase_LR 0.001 ROS_10_.pk,LR
8291,cross,2,HBase,LR 0.0001 SMOTE,0.502927829,0.005818254,z:\data\prediction_compare_2\cross_HBase_LR 0.0001 SMOTE_10.pk,LR
8591,cross,3,HBase,LR 0.0001 NONE,0.511574253,0.060560945,z:\data\prediction_compare_3\cross_HBase_LR 0.0001 NONE_10.pk,LR
10391,cross,5,HBase,LR 0.0001 RUS,0.517288396,0.044564462,z:\data\prediction_compare_5\cross_HBase_LR 0.0001 RUS_10.pk,LR
828,timewise,2,ZooKeeper,MLP 0.0001 RUS,0.599131982,0.198785591,z:\data\prediction_compare_2\timewise_ZooKeeper_MLP 0.0001 RUS_10.pk,MLP
1428,timewise,3,ZooKeeper,MLP 0.0001 NONE,0.538505927,0.078380122,z:\data\prediction_compare_3\timewise_ZooKeeper_MLP 0.0001 NONE_10.pk,MLP
3528,timewise,5,ZooKeeper,MLP 0.0001 SMOTE,0.595476328,0.183380983,z:\data\prediction_compare_5\timewise_ZooKeeper_MLP 0.0001 SMOTE_10.pk,MLP
4404,within,2,ZooKeeper,MLP 0.01 RUS,0.640447958,0.295245534,z:\data\prediction_compare_2\within_ZooKeeper_MLP 0.01 RUS_10_.pk,MLP
5616,within,3,ZooKeeper,MLP 0.001 RUS,0.524889498,0.057785827,z:\data\prediction_compare_3\within_ZooKeeper_MLP 0.001 RUS_10_.pk,MLP
7104,within,5,ZooKeeper,MLP 0.01 SMOTE,0.554860463,0.104777346,z:\data\prediction_compare_5\within_ZooKeeper_MLP 0.01 SMOTE_10_.pk,MLP
8316,cross,2,ZooKeeper,MLP 0.001 SMOTE,0.685565476,0.373842381,z:\data\prediction_compare_2\cross_ZooKeeper_MLP 0.001 SMOTE_10.pk,MLP
8928,cross,3,ZooKeeper,MLP 0.0001 ROS,0.560387116,0.144877466,z:\data\prediction_compare_3\cross_ZooKeeper_MLP 0.0001 ROS_10.pk,MLP
10692,cross,5,ZooKeeper,MLP 0.1 SMOTE,0.538200938,0.070996266,z:\data\prediction_compare_5\cross_ZooKeeper_MLP 0.1 SMOTE_10.pk,MLP
1129,timewise,2,Hadoop Common,MLP 0.0001 SMOTE,0.620936794,0.232012482,z:\data\prediction_compare_2\timewise_Hadoop Common_MLP 0.0001 SMOTE_10.pk,MLP
1729,timewise,3,Hadoop Common,MLP 0.0001 ROS,0.530757246,0.060812557,z:\data\prediction_compare_3\timewise_Hadoop Common_MLP 0.0001 ROS_10.pk,MLP
3517,timewise,5,Hadoop Common,MLP 0.001 SMOTE,0.533969929,0.062278613,z:\data\prediction_compare_5\timewise_Hadoop Common_MLP 0.001 SMOTE_10.pk,MLP
4405,within,2,Hadoop Common,MLP 0.01 RUS,0.656415071,0.318682762,z:\data\prediction_compare_2\within_Hadoop Common_MLP 0.01 RUS_10_.pk,MLP
5617,within,3,Hadoop Common,MLP 0.001 RUS,0.547075444,0.099258621,z:\data\prediction_compare_3\within_Hadoop Common_MLP 0.001 RUS_10_.pk,MLP
7129,within,5,Hadoop Common,MLP 0.0001 SMOTE,0.553271707,0.104231964,z:\data\prediction_compare_5\within_Hadoop Common_MLP 0.0001 SMOTE_10_.pk,MLP
8329,cross,2,Hadoop Common,MLP 0.0001 SMOTE,0.622471179,0.247166448,z:\data\prediction_compare_2\cross_Hadoop Common_MLP 0.0001 SMOTE_10.pk,MLP
9229,cross,3,Hadoop Common,MLP 0.0001 RUS,0.541890089,0.097321813,z:\data\prediction_compare_3\cross_Hadoop Common_MLP 0.0001 RUS_10.pk,MLP
